arg1,arg2,relation,connective,type,original_utt,original_utt_prev,arg1_dialogue_act,arg2_dialogue_act,arg1_special_dialogue_act,arg2_special_dialogue_act,arg1_sentiment,arg2_sentiment,arg1_gnode_entities,arg2_gnode_entities,arg1_topic,arg2_topic,arg1_cobot_topics,arg2_cobot_topics,arg1_cobot_topics_process,arg2_cobot_topics_process,arg1_flow_topics,arg2_flow_topics,arg1_intents,arg2_intents,arg1_signature,arg2_signature,arg1_actors,arg2_actors,arg1_gkg_entities,arg2_gkg_entities,arg1_gkg_keywords,arg2_gkg_keywords,arg1_gkg_etype_list,arg2_gkg_etype_list,arg1_non_ambiguous_named_entity_person,arg2_non_ambiguous_named_entity_person
"two great bands, ",we can't beat it.,contingency,so,mid,"okay, sounds good to me! two great bands, so we can't beat it.","I thought that would be what you wanted too, so I already checked. They will be about 125.00 each, but we will be almost close enough to touch them!",Statement,Reject,None,None,"('Positive', 1.0)","('Neutral', 1.0)",[],"[('Thing', 760.39425, 'Beat It')]",['sport'],['sport'],['Literature'],['Music'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 429, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['band', 'bands'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5626588>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'touch', 'id': 476, 'status': None, 'engaged': [], 'lexeme': 'touch', 'alias': ['touch'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a53da128>}, 'gkg': 'kg:/g/11b8c6trrm', 'granular_actor_types': {'event': 0.2857142857142857}, 'granular_entity_types': {'song by roy shirley': 1}, 'gkg_name': 'Touch Them', 'gkg_type': ['Thing']}]","[{'name': 'beat', 'id': 477, 'status': None, 'engaged': [], 'lexeme': 'beat', 'alias': ['beat'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a54be588>}, 'gkg': 'kg:/g/1q5jz6y9x', 'granular_actor_types': {'location': 0.36363636363636365, 'object': 0.18181818181818182}, 'granular_entity_types': {'song by michael jackson': 1}, 'gkg_name': 'Beat It', 'gkg_type': ['Thing']}, {'name': None, 'id': 429, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['band', 'bands'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5626588>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,Beat It,band,,[],"[('Thing', 760.39425, 'Beat It')]",True,True
"i love 3 am, it really brings back memories.",", i also really love if you're gone.",comparison,but,begin,"i love 3 am, it really brings back memories. but, i also really love if you're gone.",What is your favorite song that Matchbox 20 sings? I have a couple.,Emphasis,Statement,None,None,"('Positive', 1.0)","('Positive', 1.0)",[],[],['sport'],['entertainment'],['Other'],['Other'],None,None,[],[],['opinion_provide_pos_patterns_3 am it really brings back memories'],[],None,None,"[{'name': None, 'id': 478, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['love 3 am'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a53d3828>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 479, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['memory'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a53d8ac8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'beat', 'id': 477, 'status': None, 'engaged': [], 'lexeme': 'beat', 'alias': ['beat'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a54be588>}, 'gkg': 'kg:/g/1q5jz6y9x', 'granular_actor_types': {'location': 0.36363636363636365, 'object': 0.18181818181818182}, 'granular_entity_types': {'song by michael jackson': 1}, 'gkg_name': 'Beat It', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 478, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['love 3 am'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a53d3828>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 479, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['memory'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a53d8ac8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,love 3 am,,[],[],True,True
"not as much as matchbox 20, ",they are pretty close.,comparison,but,mid,"oh, yes! not as much as matchbox 20, but they are pretty close.","Yes, but we can go back a little bit in time when we go see them. What about the Counting Crows, do you like them too?",Reject,Reject,None,None,"('Neutral', 1.0)","('Neutral', 1.0)","[('MusicRecording', 482.6875, 'Not As Much')]",[],['business'],['business'],['Other'],['Phatic'],None,None,[],[],[],[],None,None,"[{'name': 'not as much', 'id': 480, 'status': None, 'engaged': [], 'lexeme': 'not as much', 'alias': ['not as much'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a543cba8>}, 'gkg': 'kg:/m/0smb8z4', 'granular_actor_types': {}, 'granular_entity_types': {'song by monkey farm frankenstein': 1}, 'gkg_name': 'Not As Much', 'gkg_type': ['MusicRecording']}, {'name': None, 'id': 481, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['matchbox'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a544aa90>}, 'gkg': None, 'granular_actor_types': {'object': 0.15384615384615385}, 'granular_entity_types': {}}]","[{'name': 'not as much', 'id': 480, 'status': None, 'engaged': [], 'lexeme': 'not as much', 'alias': ['not as much'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a543cba8>}, 'gkg': 'kg:/m/0smb8z4', 'granular_actor_types': {}, 'granular_entity_types': {'song by monkey farm frankenstein': 1}, 'gkg_name': 'Not As Much', 'gkg_type': ['MusicRecording']}, {'name': None, 'id': 481, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['matchbox'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a544aa90>}, 'gkg': None, 'granular_actor_types': {'object': 0.15384615384615385}, 'granular_entity_types': {}}]",Not As Much,,matchbox,,"[('MusicRecording', 482.6875, 'Not As Much')]",[],True,True
"it is, ",i think mr. jones is their best.,comparison,but,mid,"it is, but i think mr. jones is their best. it is so upbeat and lively.","I really like their song, A long December. It's one of their best.",Statement,Clarify,None,None,"('Neutral', 1.0)","('Positive', 1.0)","[('Thing', 495.957, 'it is')]","[('Movie', 224.967041, 'Mr. Jones')]",['tech'],['business'],['Other'],['SciTech'],None,None,[],[],[],[],None,None,"[{'name': 'is', 'id': 482, 'status': None, 'engaged': [], 'lexeme': 'is', 'alias': ['is'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a54700b8>}, 'gkg': 'kg:/g/11cnn1k69l', 'granular_actor_types': {}, 'granular_entity_types': {'song by audrey assad': 1}, 'gkg_name': 'it is', 'gkg_type': ['Thing']}]","[{'name': 'jones', 'id': 484, 'status': None, 'engaged': [], 'lexeme': 'jones', 'alias': ['jones'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5407710>}, 'gkg': 'kg:/m/0c3wmn', 'granular_actor_types': {'person': 0.3125}, 'granular_entity_types': {'1993 film': 1}, 'gkg_name': 'Mr. Jones', 'gkg_type': ['Movie']}, {'name': None, 'id': 483, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['mr.'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5495630>, 'best': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a53d8b70>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'is', 'id': 482, 'status': None, 'engaged': [], 'lexeme': 'is', 'alias': ['is'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a54700b8>}, 'gkg': 'kg:/g/11cnn1k69l', 'granular_actor_types': {}, 'granular_entity_types': {'song by audrey assad': 1}, 'gkg_name': 'it is', 'gkg_type': ['Thing']}]",it is,Mr. Jones,,mr.,"[('Thing', 495.957, 'it is')]","[('Movie', 224.967041, 'Mr. Jones')]",True,True
i had forgotten they sang it ,it's awesome.,comparison,but,mid,"oh, you're right! i had forgotten they sang it but it's awesome.","It is, but I think Mr. Jones is their best. It is so upbeat and lively.",yAnswer,Statement,None,None,"('Negative', 1.0)","('Positive', 1.0)",[],[],['entertainment'],['sport'],['Music'],['Phatic'],None,None,[],[],[],[],None,None,"[{'name': 'jones', 'id': 484, 'status': None, 'engaged': [], 'lexeme': 'jones', 'alias': ['jones'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5407710>}, 'gkg': 'kg:/m/0c3wmn', 'granular_actor_types': {'person': 0.3125}, 'granular_entity_types': {'1993 film': 1}, 'gkg_name': 'Mr. Jones', 'gkg_type': ['Movie']}, {'name': None, 'id': 483, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['mr.'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5495630>, 'best': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a53d8b70>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",[],,,,,[],[],True,True
"don't laugh, ",i loved the backstreet boys.,comparison,but,mid,"don't laugh, but i loved the backstreet boys.",Who is your favorite band of the 90's?,Reject,Continuer,None,None,"('Negative', 1.0)","('Positive', 1.0)",[],"[('MusicGroup', 2063.992676, 'Backstreet Boys')]",['sport'],['entertainment'],['Phatic'],['Music'],None,None,[],[],[],['opinion_provide_pos_patterns_no:match'],None,None,"[{'name': None, 'id': 486, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['laugh'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5393c50>}, 'gkg': None, 'granular_actor_types': {'communication': 0.3333333333333333}, 'granular_entity_types': {}}]","[{'name': 'backstreet boys', 'id': 487, 'status': None, 'engaged': [], 'lexeme': 'backstreet boys', 'alias': ['backstreet boys'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a530b2e8>}, 'gkg': 'kg:/m/0hmlc', 'granular_actor_types': {}, 'granular_entity_types': {'vocal group': 1}, 'gkg_name': 'Backstreet Boys', 'gkg_type': ['MusicGroup']}, {'name': None, 'id': 486, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['laugh'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5393c50>}, 'gkg': None, 'granular_actor_types': {'communication': 0.3333333333333333}, 'granular_entity_types': {}}]",,Backstreet Boys,laugh,,[],"[('MusicGroup', 2063.992676, 'Backstreet Boys')]",True,True
don't ever say my jam again.,"i loved that song, too.",comparison,but,begin,"don't ever say my jam again. but i loved that song, too.",I want it that way was my jam.,Reject,Statement,None,None,"('Neutral', 1.0)","('Positive', 1.0)","[('Thing', 268.4374665, 'My Jam')]","[('Thing', 539.77175, 'That Song'), ('Thing', 197.60453212500002, 'Song Too')]",['sport'],['entertainment'],['Phatic'],['Other'],None,None,[],['music'],[],['opinion_provide_pos_patterns_no:match'],None,None,"[{'name': 'jam', 'id': 488, 'status': None, 'engaged': [], 'lexeme': 'jam', 'alias': ['jam'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5305748>}, 'gkg': 'kg:/g/11c2j325yr', 'granular_actor_types': {'food': 0.15384615384615385}, 'granular_entity_types': {'song by bobby brackins': 1}, 'gkg_name': 'My Jam', 'gkg_type': ['Thing']}, {'name': 'backstreet boys', 'id': 487, 'status': None, 'engaged': [], 'lexeme': 'backstreet boys', 'alias': ['backstreet boys'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a530b2e8>}, 'gkg': 'kg:/m/0hmlc', 'granular_actor_types': {}, 'granular_entity_types': {'vocal group': 1}, 'gkg_name': 'Backstreet Boys', 'gkg_type': ['MusicGroup']}]","[{'name': 'that song', 'id': 490, 'status': None, 'engaged': [], 'lexeme': 'that song', 'alias': ['that song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a544a588>}, 'gkg': 'kg:/g/1q5jxnj_s', 'granular_actor_types': {}, 'granular_entity_types': {'song by big wreck': 1}, 'gkg_name': 'That Song', 'gkg_type': ['Thing']}, {'name': 'too', 'id': 491, 'status': None, 'engaged': [], 'lexeme': 'too', 'alias': ['too'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5305f60>}, 'gkg': 'kg:/g/1s05sjw70', 'granular_actor_types': {}, 'granular_entity_types': {'song by fifteen minutes fast': 1}, 'gkg_name': 'Song Too', 'gkg_type': ['Thing']}, {'name': 'jam', 'id': 488, 'status': None, 'engaged': [], 'lexeme': 'jam', 'alias': ['jam'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5305748>}, 'gkg': 'kg:/g/11c2j325yr', 'granular_actor_types': {'food': 0.15384615384615385}, 'granular_entity_types': {'song by bobby brackins': 1}, 'gkg_name': 'My Jam', 'gkg_type': ['Thing']}]",My Jam,"Song Too, That Song",,,"[('Thing', 268.4374665, 'My Jam')]","[('Thing', 539.77175, 'That Song'), ('Thing', 197.60453212500002, 'Song Too')]",True,True
"in high school, yeah, ",in elementary literally everyone did on their cd players.,comparison,but,mid,"in high school, yeah, but in elementary literally everyone did on their cd players.",You remember having to hide from the other guys that we didn't listen to boy bands?,yAnswer,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('Movie', 1064.74, 'High School Musical')]",[],['business'],['sport'],['SciTech'],['SciTech'],None,None,[],[],[],[],None,None,"[{'name': 'high school', 'id': 493, 'status': None, 'engaged': [], 'lexeme': 'high school', 'alias': ['high school'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a535b668>}, 'gkg': 'kg:/m/09dv8h', 'granular_actor_types': {}, 'granular_entity_types': {'2006 film': 1}, 'gkg_name': 'High School Musical', 'gkg_type': ['Movie']}, {'name': None, 'id': 492, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['in'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a535bb70>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'that song', 'id': 490, 'status': None, 'engaged': [], 'lexeme': 'that song', 'alias': ['that song'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a544a588>}, 'gkg': 'kg:/g/1q5jxnj_s', 'granular_actor_types': {}, 'granular_entity_types': {'song by big wreck': 1}, 'gkg_name': 'That Song', 'gkg_type': ['Thing']}, {'name': 'too', 'id': 491, 'status': None, 'engaged': [], 'lexeme': 'too', 'alias': ['too'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5305f60>}, 'gkg': 'kg:/g/1s05sjw70', 'granular_actor_types': {}, 'granular_entity_types': {'song by fifteen minutes fast': 1}, 'gkg_name': 'Song Too', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 494, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['everyone'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52ced30>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'high school', 'id': 493, 'status': None, 'engaged': [], 'lexeme': 'high school', 'alias': ['high school'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a535b668>}, 'gkg': 'kg:/m/09dv8h', 'granular_actor_types': {}, 'granular_entity_types': {'2006 film': 1}, 'gkg_name': 'High School Musical', 'gkg_type': ['Movie']}, {'name': None, 'id': 492, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['in'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a535bb70>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",High School Musical,,in,"everyone, in","[('Movie', 1064.74, 'High School Musical')]",[],True,True
i wanted to see a band live ,it is sold out,comparison,but,mid,i wanted to see a band live but it is sold out,Come on you can say it no matter how small,Statement,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)","[('Corporation', 246.732563, 'A Band Apart')]","[('Thing', 554.7964625, 'Sold Out')]",['entertainment'],['entertainment'],['Music'],['Celebrities'],None,None,[],[],[],[],None,None,"[{'name': 'a band', 'id': 495, 'status': None, 'engaged': [], 'lexeme': 'a band', 'alias': ['a band'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a547e7b8>}, 'gkg': 'kg:/m/041ypd', 'granular_actor_types': {}, 'granular_entity_types': {'film company': 1}, 'gkg_name': 'A Band Apart', 'gkg_type': ['Thing', 'Corporation', 'Organization']}, {'name': None, 'id': 494, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['everyone'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52ced30>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'sold out', 'id': 496, 'status': None, 'engaged': [], 'lexeme': 'sold out', 'alias': ['sold out'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52e5eb8>}, 'gkg': 'kg:/g/11c1wx46w9', 'granular_actor_types': {}, 'granular_entity_types': {'song by thegiornalisti': 1}, 'gkg_name': 'Sold Out', 'gkg_type': ['Thing']}, {'name': 'a band', 'id': 495, 'status': None, 'engaged': [], 'lexeme': 'a band', 'alias': ['a band'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a547e7b8>}, 'gkg': 'kg:/m/041ypd', 'granular_actor_types': {}, 'granular_entity_types': {'film company': 1}, 'gkg_name': 'A Band Apart', 'gkg_type': ['Thing', 'Corporation', 'Organization']}]",A Band Apart,Sold Out,,,"[('Corporation', 246.732563, 'A Band Apart')]","[('Thing', 554.7964625, 'Sold Out')]",True,True
"yeah man, ",i don't know about those other guys.,comparison,but,mid,"yeah man, but i don't know about those other guys.","Yeah, yeah, I feel that I got them on rotation.",Accept,Statement,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('Thing', 562.462, 'Yeah Man')]",[],['entertainment'],['sport'],['Music'],['Phatic'],None,None,[],[],[],[],None,None,"[{'name': 'yeah man', 'id': 497, 'status': None, 'engaged': [], 'lexeme': 'yeah man', 'alias': ['yeah man'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a547e4e0>}, 'gkg': 'kg:/g/1q5jxm_ll', 'granular_actor_types': {}, 'granular_entity_types': {'song by don broco': 1}, 'gkg_name': 'Yeah Man', 'gkg_type': ['Thing']}, {'name': 'sold out', 'id': 496, 'status': None, 'engaged': [], 'lexeme': 'sold out', 'alias': ['sold out'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52e5eb8>}, 'gkg': 'kg:/g/11c1wx46w9', 'granular_actor_types': {}, 'granular_entity_types': {'song by thegiornalisti': 1}, 'gkg_name': 'Sold Out', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 498, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['guy'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a534c0f0>}, 'gkg': None, 'granular_actor_types': {'person': 0.2631578947368421}, 'granular_entity_types': {}}, {'name': 'yeah man', 'id': 497, 'status': None, 'engaged': [], 'lexeme': 'yeah man', 'alias': ['yeah man'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a547e4e0>}, 'gkg': 'kg:/g/1q5jxm_ll', 'granular_actor_types': {}, 'granular_entity_types': {'song by don broco': 1}, 'gkg_name': 'Yeah Man', 'gkg_type': ['Thing']}]",Yeah Man,,,guy,"[('Thing', 562.462, 'Yeah Man')]",[],True,True
"hey man they may dress different and have a slightly different sound than what you call classic rap, ","they're good in their own rite, and even when compared.",comparison,but,mid,"hey man they may dress different and have a slightly different sound than what you call classic rap, but they're good in their own rite, and even when compared.","Yeah man, but I don't know about those other guys.",Clarify,Statement,None,None,"('Neutral', 1.0)","('Positive', 1.0)","[('Thing', 571.718262, 'Hey Man'), ('Thing', 303.459014, 'Classic Rap')]",[],['entertainment'],['sport'],['Fashion'],['Other'],None,None,[],[],[],[],None,None,"[{'name': 'hey man', 'id': 499, 'status': None, 'engaged': [], 'lexeme': 'hey man', 'alias': ['hey man'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52f3eb8>}, 'gkg': 'kg:/g/1q5hnhlc3', 'granular_actor_types': {}, 'granular_entity_types': {'song by zucchero fornaciari': 1}, 'gkg_name': 'Hey Man', 'gkg_type': ['Thing']}, {'name': None, 'id': 500, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a slightly different sound than', 'call'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52ce828>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'classic rap', 'id': 501, 'status': None, 'engaged': [], 'lexeme': 'classic rap', 'alias': ['classic rap'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52ceb38>}, 'gkg': 'kg:/g/11bzv0w544', 'granular_actor_types': {}, 'granular_entity_types': {'song by buff1': 1}, 'gkg_name': 'Classic Rap', 'gkg_type': ['Thing']}, {'name': None, 'id': 498, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['guy'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a534c0f0>}, 'gkg': None, 'granular_actor_types': {'person': 0.2631578947368421}, 'granular_entity_types': {}}]","[{'name': 'hey man', 'id': 499, 'status': None, 'engaged': [], 'lexeme': 'hey man', 'alias': ['hey man'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52f3eb8>}, 'gkg': 'kg:/g/1q5hnhlc3', 'granular_actor_types': {}, 'granular_entity_types': {'song by zucchero fornaciari': 1}, 'gkg_name': 'Hey Man', 'gkg_type': ['Thing']}, {'name': None, 'id': 500, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a slightly different sound than', 'call'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52ce828>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'classic rap', 'id': 501, 'status': None, 'engaged': [], 'lexeme': 'classic rap', 'alias': ['classic rap'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52ceb38>}, 'gkg': 'kg:/g/11bzv0w544', 'granular_actor_types': {}, 'granular_entity_types': {'song by buff1': 1}, 'gkg_name': 'Classic Rap', 'gkg_type': ['Thing']}]","Classic Rap, Hey Man",,a slightly different sound than,,"[('Thing', 571.718262, 'Hey Man'), ('Thing', 303.459014, 'Classic Rap')]",[],True,True
